date,location,cases,disease_type
2008-10-01,Tirupati,79,Dengue
2008-10-01,Tirupati,232,Dengue
2008-10-01,Tirupati,184,Malaria
2008-10-01,Tirupati,93,Dengue
2008-10-01,Guntur,196,Dengue
2008-10-01,Guntur,124,Chikungunya
2008-10-01,Guntur,171,Dengue
2008-10-01,Guntur,149,Typhoid
2008-10-01,Guntur,69,Typhoid
2008-10-01,Kurnool,81,Typhoid
2008-10-01,Kurnool,181,Malaria
2008-10-01,Kurnool,99,Dengue
2008-10-01,Nellore,95,Typhoid
2008-10-01,Nellore,62,Typhoid
2008-10-01,Nellore,145,Flu
2008-10-01,Nellore,243,Dengue
2008-10-01,Nellore,55,Dengue
2008-10-01,Rajahmundry,121,Malaria
2008-10-01,Rajahmundry,204,Malaria
2008-10-01,Rajahmundry,115,Flu
2008-10-01,Rajahmundry,147,Dengue
2008-11-01,Hyderabad,56,Flu
2008-11-01,Hyderabad,145,Malaria
2008-11-01,Hyderabad,108,Malaria
2008-11-01,Hyderabad,179,Flu
2008-11-01,Hyderabad,191,Dengue
2008-11-01,Hyderabad,275,Flu
2008-11-01,Vijayawada,154,Flu
2008-11-01,Vijayawada,139,Typhoid
2008-11-01,Vijayawada,131,Dengue
2008-11-01,Vijayawada,98,Flu
2008-11-01,Vijayawada,140,Dengue
2008-11-01,Vijayawada,102,Dengue
2008-11-01,Visakhapatnam,130,Flu
2008-11-01,Visakhapatnam,199,Flu
2008-11-01,Visakhapatnam,59,Malaria
2008-11-01,Visakhapatnam,188,Malaria
2008-11-01,Tirupati,199,Flu
2008-11-01,Tirupati,112,Chikungunya
2008-11-01,Tirupati,5,Dengue
2008-11-01,Tirupati,83,Malaria
2008-11-01,Tirupati,197,Flu
2008-11-01,Guntur,118,Dengue
2008-11-01,Guntur,60,Flu
2008-11-01,Guntur,89,Chikungunya
2008-11-01,Guntur,170,Dengue
2008-11-01,Guntur,152,Chikungunya
2008-11-01,Guntur,105,Malaria
2008-11-01,Kurnool,97,Chikungunya
2008-11-01,Kurnool,96,Flu
2008-11-01,Kurnool,64,Dengue
2008-11-01,Kurnool,216,Flu
2008-11-01,Kurnool,100,Chikungunya
2008-11-01,Kurnool,193,Typhoid
2008-11-01,Nellore,211,Chikungunya
2008-11-01,Nellore,179,Typhoid
2008-11-01,Nellore,94,Dengue
2008-11-01,Rajahmundry,144,Flu
2008-11-01,Rajahmundry,118,Dengue
2008-11-01,Rajahmundry,65,Dengue
2008-11-01,Rajahmundry,139,Chikungunya
2008-12-01,Hyderabad,49,Flu
2008-12-01,Hyderabad,191,Flu
2008-12-01,Hyderabad,92,Dengue
2008-12-01,Hyderabad,132,Flu
2008-12-01,Hyderabad,136,Flu
2008-12-01,Vijayawada,104,Dengue
2008-12-01,Vijayawada,155,Flu
2008-12-01,Vijayawada,91,Flu
2008-12-01,Vijayawada,172,Flu
2008-12-01,Vijayawada,39,Flu
2008-12-01,Vijayawada,127,Flu
2008-12-01,Visakhapatnam,236,Chikungunya
2008-12-01,Visakhapatnam,59,Flu
2008-12-01,Visakhapatnam,79,Flu
2008-12-01,Visakhapatnam,150,Flu
2008-12-01,Visakhapatnam,130,Chikungunya
2008-12-01,Visakhapatnam,141,Dengue
2008-12-01,Tirupati,149,Flu
2008-12-01,Tirupati,158,Typhoid
2008-12-01,Tirupati,186,Malaria
2008-12-01,Tirupati,144,Flu
2008-12-01,Guntur,105,Flu
2008-12-01,Guntur,160,Malaria
2008-12-01,Guntur,233,Dengue
2008-12-01,Guntur,112,Dengue
2008-12-01,Kurnool,61,Flu
2008-12-01,Kurnool,186,Flu
2008-12-01,Kurnool,112,Flu
2008-12-01,Kurnool,5,Chikungunya
2008-12-01,Kurnool,170,Malaria
2008-12-01,Nellore,87,Typhoid
2008-12-01,Nellore,114,Typhoid
2008-12-01,Nellore,139,Flu
2008-12-01,Nellore,131,Flu
2008-12-01,Nellore,162,Malaria
2008-12-01,Nellore,93,Flu
2008-12-01,Rajahmundry,150,Flu
2008-12-01,Rajahmundry,104,Flu
2008-12-01,Rajahmundry,164,Flu
2008-12-01,Rajahmundry,156,Malaria
2008-12-01,Rajahmundry,63,Dengue
2008-12-01,Rajahmundry,185,Flu
2009-01-01,Hyderabad,87,Flu
2009-01-01,Hyderabad,168,Flu
2009-01-01,Hyderabad,142,Dengue
2009-01-01,Hyderabad,230,Flu
2009-01-01,Hyderabad,106,Flu
2009-01-01,Hyderabad,99,Malaria
2009-01-01,Vijayawada,118,Flu
2009-01-01,Vijayawada,101,Flu
2009-01-01,Vijayawada,167,Malaria
2009-01-01,Vijayawada,23,Flu
2009-01-01,Visakhapatnam,56,Flu
2009-01-01,Visakhapatnam,55,Flu
2009-01-01,Visakhapatnam,177,Typhoid
2009-01-01,Visakhapatnam,222,Flu
2009-01-01,Tirupati,113,Malaria
2009-01-01,Tirupati,109,Flu
2009-01-01,Tirupati,124,Flu
2009-01-01,Tirupati,189,Flu
2009-01-01,Tirupati,64,Flu
2009-01-01,Guntur,134,Dengue
2009-01-01,Guntur,178,Flu
2009-01-01,Guntur,150,Flu
2009-01-01,Guntur,131,Flu
2009-01-01,Guntur,180,Flu
2009-01-01,Kurnool,5,Flu
2009-01-01,Kurnool,160,Dengue
2009-01-01,Kurnool,80,Typhoid
2009-01-01,Kurnool,10,Flu
2009-01-01,Kurnool,150,Chikungunya
2009-01-01,Kurnool,202,Flu
2009-01-01,Nellore,111,Flu
2009-01-01,Nellore,177,Typhoid
2009-01-01,Nellore,216,Malaria
2009-01-01,Nellore,198,Flu
2009-01-01,Nellore,218,Malaria
2009-01-01,Nellore,164,Malaria
2009-01-01,Rajahmundry,124,Flu
2009-01-01,Rajahmundry,23,Flu
2009-01-01,Rajahmundry,105,Flu
2009-01-01,Rajahmundry,69,Flu
2009-02-01,Hyderabad,250,Chikungunya
2009-02-01,Hyderabad,109,Typhoid
2009-02-01,Hyderabad,127,Typhoid
2009-02-01,Hyderabad,153,Dengue
2009-02-01,Vijayawada,122,Flu
2009-02-01,Vijayawada,221,Dengue
2009-02-01,Vijayawada,82,Flu
2009-02-01,Vijayawada,131,Malaria
2009-02-01,Vijayawada,75,Typhoid
2009-02-01,Vijayawada,40,Flu
2009-02-01,Visakhapatnam,83,Flu
2009-02-01,Visakhapatnam,117,Malaria
2009-02-01,Visakhapatnam,94,Flu
2009-02-01,Tirupati,78,Flu
2009-02-01,Tirupati,35,Flu
2009-02-01,Tirupati,115,Typhoid
2009-02-01,Tirupati,29,Flu
2009-02-01,Guntur,165,Malaria
2009-02-01,Guntur,124,Malaria
2009-02-01,Guntur,32,Flu
2009-02-01,Kurnool,101,Flu
2009-02-01,Kurnool,74,Flu
2009-02-01,Kurnool,139,Flu
2009-02-01,Kurnool,200,Chikungunya
2009-02-01,Kurnool,7,Malaria
2009-02-01,Kurnool,126,Typhoid
2009-02-01,Nellore,110,Chikungunya
2009-02-01,Nellore,160,Flu
2009-02-01,Nellore,132,Chikungunya
2009-02-01,Nellore,74,Typhoid
2009-02-01,Nellore,100,Flu
2009-02-01,Rajahmundry,72,Flu
2009-02-01,Rajahmundry,184,Flu
2009-02-01,Rajahmundry,121,Flu
2009-02-01,Rajahmundry,234,Flu
2009-02-01,Rajahmundry,116,Typhoid
2009-02-01,Rajahmundry,77,Malaria
2009-03-01,Hyderabad,29,Chikungunya
2009-03-01,Hyderabad,11,Dengue
2009-03-01,Hyderabad,24,Flu
2009-03-01,Hyderabad,136,Malaria
2009-03-01,Hyderabad,150,Malaria
2009-03-01,Vijayawada,25,Typhoid
2009-03-01,Vijayawada,173,Flu
2009-03-01,Vijayawada,91,Flu
2009-03-01,Visakhapatnam,128,Typhoid
2009-03-01,Visakhapatnam,216,Malaria
2009-03-01,Visakhapatnam,173,Malaria
2009-03-01,Visakhapatnam,103,Typhoid
2009-03-01,Visakhapatnam,66,Malaria
2009-03-01,Visakhapatnam,5,Chikungunya
2009-03-01,Tirupati,76,Chikungunya
2009-03-01,Tirupati,107,Flu
2009-03-01,Tirupati,60,Typhoid
2009-03-01,Tirupati,112,Typhoid
2009-03-01,Guntur,124,Chikungunya
2009-03-01,Guntur,106,Chikungunya
2009-03-01,Guntur,80,Malaria
2009-03-01,Guntur,130,Typhoid
2009-03-01,Guntur,146,Malaria
2009-03-01,Guntur,54,Malaria
2009-03-01,Kurnool,204,Malaria
2009-03-01,Kurnool,114,Flu
2009-03-01,Kurnool,121,Dengue
2009-03-01,Kurnool,162,Flu
2009-03-01,Kurnool,133,Dengue
2009-03-01,Kurnool,177,Dengue
2009-03-01,Nellore,137,Dengue
2009-03-01,Nellore,83,Chikungunya
2009-03-01,Nellore,141,Malaria
2009-03-01,Rajahmundry,51,Dengue
2009-03-01,Rajahmundry,126,Malaria
2009-03-01,Rajahmundry,118,Dengue
2009-03-01,Rajahmundry,107,Malaria
2009-04-01,Hyderabad,112,Typhoid
2009-04-01,Hyderabad,7,Dengue
2009-04-01,Hyderabad,87,Flu
2009-04-01,Hyderabad,125,Flu
2009-04-01,Hyderabad,129,Chikungunya
2009-04-01,Hyderabad,58,Chikungunya
2009-04-01,Vijayawada,195,Dengue
2009-04-01,Vijayawada,68,Flu
2009-04-01,Vijayawada,178,Flu
2009-04-01,Visakhapatnam,145,Dengue
2009-04-01,Visakhapatnam,81,Dengue
2009-04-01,Visakhapatnam,226,Flu
2009-04-01,Visakhapatnam,48,Typhoid
2009-04-01,Visakhapatnam,175,Flu
2009-04-01,Visakhapatnam,180,Typhoid
2009-04-01,Tirupati,79,Flu
2009-04-01,Tirupati,203,Chikungunya
2009-04-01,Tirupati,104,Malaria
2009-04-01,Guntur,137,Dengue
2009-04-01,Guntur,135,Flu
2009-04-01,Guntur,111,Malaria
2009-04-01,Kurnool,168,Malaria
2009-04-01,Kurnool,167,Flu
2009-04-01,Kurnool,15,Flu
2009-04-01,Kurnool,198,Typhoid
2009-04-01,Nellore,20,Typhoid
2009-04-01,Nellore,181,Chikungunya
2009-04-01,Nellore,187,Dengue
2009-04-01,Nellore,54,Typhoid
2009-04-01,Nellore,95,Chikungunya
2009-04-01,Rajahmundry,53,Flu
2009-04-01,Rajahmundry,107,Malaria
2009-04-01,Rajahmundry,101,Malaria
2009-04-01,Rajahmundry,166,Typhoid
2009-04-01,Rajahmundry,198,Dengue
2009-04-01,Rajahmundry,203,Dengue
2009-05-01,Hyderabad,86,Chikungunya
2009-05-01,Hyderabad,107,Chikungunya
2009-05-01,Hyderabad,18,Chikungunya
2009-05-01,Vijayawada,71,Dengue
2009-05-01,Vijayawada,177,Dengue
2009-05-01,Vijayawada,216,Malaria
2009-05-01,Vijayawada,45,Dengue
2009-05-01,Vijayawada,84,Chikungunya
2009-05-01,Vijayawada,118,Chikungunya
2009-05-01,Visakhapatnam,136,Flu
2009-05-01,Visakhapatnam,71,Dengue
2009-05-01,Visakhapatnam,145,Flu
2009-05-01,Visakhapatnam,91,Dengue
2009-05-01,Visakhapatnam,119,Malaria
2009-05-01,Tirupati,152,Flu
2009-05-01,Tirupati,120,Chikungunya
2009-05-01,Tirupati,93,Typhoid
2009-05-01,Tirupati,113,Dengue
2009-05-01,Guntur,114,Typhoid
2009-05-01,Guntur,97,Flu
2009-05-01,Guntur,104,Flu
2009-05-01,Kurnool,215,Malaria
2009-05-01,Kurnool,153,Typhoid
2009-05-01,Kurnool,102,Dengue
2009-05-01,Nellore,161,Flu
2009-05-01,Nellore,99,Malaria
2009-05-01,Nellore,190,Chikungunya
2009-05-01,Nellore,142,Dengue
2009-05-01,Rajahmundry,113,Malaria
2009-05-01,Rajahmundry,146,Flu
2009-05-01,Rajahmundry,25,Malaria
2009-05-01,Rajahmundry,52,Flu
2009-05-01,Rajahmundry,48,Chikungunya
2009-06-01,Hyderabad,128,Dengue
2009-06-01,Hyderabad,223,Chikungunya
2009-06-01,Hyderabad,253,Chikungunya
2009-06-01,Hyderabad,158,Typhoid
2009-06-01,Hyderabad,150,Dengue
2009-06-01,Vijayawada,11,Dengue
2009-06-01,Vijayawada,87,Malaria
2009-06-01,Vijayawada,72,Chikungunya
2009-06-01,Vijayawada,82,Dengue
2009-06-01,Vijayawada,109,Chikungunya
2009-06-01,Visakhapatnam,91,Flu
2009-06-01,Visakhapatnam,5,Dengue
2009-06-01,Visakhapatnam,164,Typhoid
2009-06-01,Visakhapatnam,55,Chikungunya
2009-06-01,Visakhapatnam,134,Malaria
2009-06-01,Visakhapatnam,244,Dengue
2009-06-01,Tirupati,64,Malaria
2009-06-01,Tirupati,5,Typhoid
2009-06-01,Tirupati,102,Typhoid
2009-06-01,Tirupati,186,Dengue
2009-06-01,Tirupati,237,Typhoid
2009-06-01,Tirupati,46,Chikungunya
2009-06-01,Guntur,149,Dengue
2009-06-01,Guntur,92,Dengue
2009-06-01,Guntur,113,Chikungunya
2009-06-01,Kurnool,278,Chikungunya
2009-06-01,Kurnool,29,Dengue
2009-06-01,Kurnool,135,Dengue
2009-06-01,Kurnool,148,Dengue
2009-06-01,Nellore,185,Malaria
2009-06-01,Nellore,125,Chikungunya
2009-06-01,Nellore,138,Dengue
2009-06-01,Nellore,96,Dengue
2009-06-01,Nellore,136,Malaria
2009-06-01,Rajahmundry,99,Dengue
2009-06-01,Rajahmundry,157,Dengue
2009-06-01,Rajahmundry,97,Malaria
2009-06-01,Rajahmundry,142,Malaria
2009-06-01,Rajahmundry,118,Chikungunya
2009-06-01,Rajahmundry,187,Chikungunya
2009-07-01,Hyderabad,116,Dengue
2009-07-01,Hyderabad,13,Dengue
2009-07-01,Hyderabad,195,Dengue
2009-07-01,Vijayawada,65,Malaria
2009-07-01,Vijayawada,80,Dengue
2009-07-01,Vijayawada,84,Dengue
2009-07-01,Vijayawada,202,Dengue
2009-07-01,Visakhapatnam,5,Dengue
2009-07-01,Visakhapatnam,308,Dengue
2009-07-01,Visakhapatnam,183,Dengue
2009-07-01,Visakhapatnam,133,Dengue
2009-07-01,Visakhapatnam,116,Dengue
2009-07-01,Tirupati,137,Dengue
2009-07-01,Tirupati,151,Flu
2009-07-01,Tirupati,158,Chikungunya
2009-07-01,Guntur,153,Malaria
2009-07-01,Guntur,125,Dengue
2009-07-01,Guntur,108,Dengue
2009-07-01,Guntur,110,Dengue
2009-07-01,Guntur,108,Flu
2009-07-01,Guntur,188,Dengue
2009-07-01,Kurnool,155,Chikungunya
2009-07-01,Kurnool,5,Dengue
2009-07-01,Kurnool,159,Dengue
2009-07-01,Kurnool,131,Chikungunya
2009-07-01,Kurnool,118,Chikungunya
2009-07-01,Kurnool,96,Flu
2009-07-01,Nellore,187,Dengue
2009-07-01,Nellore,176,Typhoid
2009-07-01,Nellore,73,Typhoid
2009-07-01,Nellore,144,Malaria
2009-07-01,Rajahmundry,61,Flu
2009-07-01,Rajahmundry,37,Flu
2009-07-01,Rajahmundry,82,Dengue
2009-07-01,Rajahmundry,171,Typhoid
2009-08-01,Hyderabad,177,Flu
2009-08-01,Hyderabad,150,Chikungunya
2009-08-01,Hyderabad,163,Dengue
2009-08-01,Hyderabad,150,Dengue
2009-08-01,Hyderabad,81,Chikungunya
2009-08-01,Hyderabad,145,Dengue
2009-08-01,Vijayawada,168,Malaria
2009-08-01,Vijayawada,165,Malaria
2009-08-01,Vijayawada,191,Typhoid
2009-08-01,Vijayawada,162,Malaria
2009-08-01,Visakhapatnam,141,Flu
2009-08-01,Visakhapatnam,184,Dengue
2009-08-01,Visakhapatnam,118,Chikungunya
2009-08-01,Visakhapatnam,67,Chikungunya
2009-08-01,Visakhapatnam,110,Dengue
2009-08-01,Visakhapatnam,75,Chikungunya
2009-08-01,Tirupati,79,Typhoid
2009-08-01,Tirupati,111,Dengue
2009-08-01,Tirupati,72,Dengue
2009-08-01,Tirupati,101,Dengue
2009-08-01,Tirupati,6,Dengue
2009-08-01,Tirupati,132,Malaria
2009-08-01,Guntur,120,Dengue
2009-08-01,Guntur,70,Flu
2009-08-01,Guntur,159,Malaria
2009-08-01,Guntur,176,Malaria
2009-08-01,Guntur,23,Malaria
2009-08-01,Guntur,74,Flu
2009-08-01,Kurnool,73,Malaria
2009-08-01,Kurnool,63,Chikungunya
2009-08-01,Kurnool,169,Dengue
2009-08-01,Kurnool,108,Chikungunya
2009-08-01,Kurnool,104,Malaria
2009-08-01,Kurnool,5,Typhoid
2009-08-01,Nellore,158,Dengue
2009-08-01,Nellore,45,Dengue
2009-08-01,Nellore,123,Typhoid
2009-08-01,Rajahmundry,136,Typhoid
2009-08-01,Rajahmundry,201,Dengue
2009-08-01,Rajahmundry,41,Flu
2009-08-01,Rajahmundry,5,Typhoid
2009-09-01,Hyderabad,131,Flu
2009-09-01,Hyderabad,228,Dengue
2009-09-01,Hyderabad,194,Chikungunya
2009-09-01,Hyderabad,132,Dengue
2009-09-01,Hyderabad,90,Dengue
2009-09-01,Hyderabad,168,Dengue
2009-09-01,Vijayawada,61,Malaria
2009-09-01,Vijayawada,148,Dengue
2009-09-01,Vijayawada,150,Chikungunya
2009-09-01,Vijayawada,183,Malaria
2009-09-01,Visakhapatnam,285,Dengue
2009-09-01,Visakhapatnam,143,Dengue
2009-09-01,Visakhapatnam,89,Dengue
2009-09-01,Visakhapatnam,118,Malaria
2009-09-01,Tirupati,13,Dengue
2009-09-01,Tirupati,78,Flu
2009-09-01,Tirupati,95,Dengue
2009-09-01,Guntur,88,Dengue
2009-09-01,Guntur,129,Chikungunya
2009-09-01,Guntur,70,Malaria
2009-09-01,Guntur,187,Dengue
2009-09-01,Guntur,120,Dengue
2009-09-01,Kurnool,119,Dengue
2009-09-01,Kurnool,100,Dengue
2009-09-01,Kurnool,129,Chikungunya
2009-09-01,Kurnool,169,Dengue
2009-09-01,Kurnool,67,Chikungunya
2009-09-01,Kurnool,80,Typhoid
2009-09-01,Nellore,101,Flu
2009-09-01,Nellore,39,Chikungunya
2009-09-01,Nellore,70,Malaria
2009-09-01,Nellore,91,Malaria
2009-09-01,Rajahmundry,172,Malaria
2009-09-01,Rajahmundry,135,Flu
2009-09-01,Rajahmundry,131,Dengue
2009-09-01,Rajahmundry,171,Malaria
2009-09-01,Rajahmundry,111,Dengue
2009-10-01,Hyderabad,143,Dengue
2009-10-01,Hyderabad,113,Chikungunya
2009-10-01,Hyderabad,135,Chikungunya
2009-10-01,Hyderabad,85,Malaria
2009-10-01,Hyderabad,5,Malaria
2009-10-01,Hyderabad,111,Dengue
2009-10-01,Vijayawada,205,Dengue
2009-10-01,Vijayawada,175,Chikungunya
2009-10-01,Vijayawada,177,Chikungunya
2009-10-01,Vijayawada,194,Dengue
2009-10-01,Visakhapatnam,125,Chikungunya
2009-10-01,Visakhapatnam,131,Malaria
2009-10-01,Visakhapatnam,82,Dengue
2009-10-01,Tirupati,101,Malaria
2009-10-01,Tirupati,156,Dengue
2009-10-01,Tirupati,192,Chikungunya
2009-10-01,Tirupati,111,Malaria
2009-10-01,Guntur,92,Malaria
2009-10-01,Guntur,120,Typhoid
2009-10-01,Guntur,156,Malaria
2009-10-01,Guntur,33,Dengue
2009-10-01,Guntur,5,Chikungunya
2009-10-01,Kurnool,86,Chikungunya
2009-10-01,Kurnool,46,Chikungunya
2009-10-01,Kurnool,89,Dengue
2009-10-01,Kurnool,111,Typhoid
2009-10-01,Nellore,92,Typhoid
2009-10-01,Nellore,207,Dengue
2009-10-01,Nellore,139,Dengue
2009-10-01,Rajahmundry,138,Dengue
2009-10-01,Rajahmundry,157,Typhoid
2009-10-01,Rajahmundry,51,Malaria
2009-11-01,Hyderabad,182,Flu
2009-11-01,Hyderabad,115,Malaria
2009-11-01,Hyderabad,160,Flu
2009-11-01,Hyderabad,55,Chikungunya
2009-11-01,Hyderabad,26,Chikungunya
2009-11-01,Hyderabad,169,Malaria
2009-11-01,Vijayawada,142,Flu
2009-11-01,Vijayawada,65,Malaria
2009-11-01,Vijayawada,67,Flu
2009-11-01,Vijayawada,187,Malaria
2009-11-01,Vijayawada,48,Chikungunya
2009-11-01,Vijayawada,218,Typhoid
2009-11-01,Visakhapatnam,65,Malaria
2009-11-01,Visakhapatnam,158,Typhoid
2009-11-01,Visakhapatnam,100,Chikungunya
2009-11-01,Visakhapatnam,156,Flu
2009-11-01,Tirupati,87,Typhoid
2009-11-01,Tirupati,110,Dengue
2009-11-01,Tirupati,122,Chikungunya
2009-11-01,Guntur,59,Malaria
2009-11-01,Guntur,164,Chikungunya
2009-11-01,Guntur,89,Flu
2009-11-01,Guntur,106,Flu
2009-11-01,Kurnool,60,Chikungunya
2009-11-01,Kurnool,5,Chikungunya
2009-11-01,Kurnool,108,Chikungunya
2009-11-01,Kurnool,264,Chikungunya
2009-11-01,Kurnool,167,Chikungunya
2009-11-01,Kurnool,118,Malaria
2009-11-01,Nellore,104,Flu
2009-11-01,Nellore,121,Dengue
2009-11-01,Nellore,152,Malaria
2009-11-01,Rajahmundry,49,Dengue
2009-11-01,Rajahmundry,186,Typhoid
2009-11-01,Rajahmundry,162,Malaria
2009-11-01,Rajahmundry,163,Flu
2009-11-01,Rajahmundry,146,Typhoid
2009-12-01,Hyderabad,121,Flu
2009-12-01,Hyderabad,160,Flu
2009-12-01,Hyderabad,155,Flu
2009-12-01,Hyderabad,98,Flu
2009-12-01,Vijayawada,85,Flu
2009-12-01,Vijayawada,126,Typhoid
2009-12-01,Vijayawada,212,Flu
2009-12-01,Visakhapatnam,45,Flu
2009-12-01,Visakhapatnam,31,Flu
2009-12-01,Visakhapatnam,129,Flu
2009-12-01,Visakhapatnam,123,Flu
2009-12-01,Visakhapatnam,130,Malaria
2009-12-01,Tirupati,134,Malaria
2009-12-01,Tirupati,106,Flu
2009-12-01,Tirupati,209,Flu
2009-12-01,Tirupati,23,Typhoid
2009-12-01,Tirupati,70,Flu
2009-12-01,Tirupati,113,Flu
2009-12-01,Guntur,21,Flu
2009-12-01,Guntur,109,Dengue
2009-12-01,Guntur,219,Flu
2009-12-01,Guntur,121,Malaria
2009-12-01,Guntur,133,Flu
2009-12-01,Kurnool,44,Flu
2009-12-01,Kurnool,83,Flu
2009-12-01,Kurnool,97,Chikungunya
2009-12-01,Kurnool,100,Flu
2009-12-01,Nellore,196,Malaria
2009-12-01,Nellore,153,Malaria
2009-12-01,Nellore,53,Malaria
2009-12-01,Nellore,134,Malaria
2009-12-01,Nellore,149,Dengue
2009-12-01,Nellore,188,Chikungunya
2009-12-01,Rajahmundry,214,Flu
2009-12-01,Rajahmundry,59,Malaria
2009-12-01,Rajahmundry,71,Flu
2009-12-01,Rajahmundry,44,Typhoid
2009-12-01,Rajahmundry,105,Flu
2010-01-01,Hyderabad,147,Malaria
2010-01-01,Hyderabad,179,Flu
2010-01-01,Hyderabad,115,Flu
2010-01-01,Vijayawada,100,Flu
2010-01-01,Vijayawada,129,Flu
2010-01-01,Vijayawada,69,Malaria
2010-01-01,Visakhapatnam,245,Malaria
2010-01-01,Visakhapatnam,23,Flu
2010-01-01,Visakhapatnam,131,Flu
2010-01-01,Visakhapatnam,241,Flu
2010-01-01,Tirupati,120,Flu
2010-01-01,Tirupati,108,Flu
2010-01-01,Tirupati,98,Typhoid
2010-01-01,Tirupati,109,Flu
2010-01-01,Tirupati,202,Flu
2010-01-01,Tirupati,5,Flu
2010-01-01,Guntur,212,Flu
2010-01-01,Guntur,34,Flu
2010-01-01,Guntur,104,Flu
2010-01-01,Kurnool,94,Flu
2010-01-01,Kurnool,155,Flu
2010-01-01,Kurnool,24,Flu
2010-01-01,Kurnool,147,Flu
2010-01-01,Kurnool,241,Flu
2010-01-01,Nellore,38,Flu
2010-01-01,Nellore,131,Flu
2010-01-01,Nellore,80,Flu
2010-01-01,Rajahmundry,145,Flu
2010-01-01,Rajahmundry,121,Flu
2010-01-01,Rajahmundry,81,Chikungunya
2010-01-01,Rajahmundry,149,Flu
2010-01-01,Rajahmundry,228,Flu
2010-02-01,Hyderabad,108,Typhoid
2010-02-01,Hyderabad,163,Flu
2010-02-01,Hyderabad,42,Typhoid
2010-02-01,Hyderabad,62,Flu
2010-02-01,Hyderabad,148,Flu
2010-02-01,Hyderabad,209,Flu
2010-02-01,Vijayawada,141,Flu
2010-02-01,Vijayawada,101,Flu
2010-02-01,Vijayawada,119,Dengue
2010-02-01,Vijayawada,44,Flu
2010-02-01,Vijayawada,156,Flu
2010-02-01,Visakhapatnam,172,Malaria
2010-02-01,Visakhapatnam,92,Flu
2010-02-01,Visakhapatnam,91,Flu
2010-02-01,Tirupati,135,Flu
2010-02-01,Tirupati,93,Flu
2010-02-01,Tirupati,116,Flu
2010-02-01,Guntur,245,Flu
2010-02-01,Guntur,105,Typhoid
2010-02-01,Guntur,98,Flu
2010-02-01,Guntur,81,Flu
2010-02-01,Kurnool,164,Flu
2010-02-01,Kurnool,109,Typhoid
2010-02-01,Kurnool,81,Chikungunya
2010-02-01,Nellore,199,Dengue
2010-02-01,Nellore,205,Flu
2010-02-01,Nellore,83,Flu
2010-02-01,Nellore,8,Flu
2010-02-01,Rajahmundry,180,Flu
2010-02-01,Rajahmundry,78,Flu
2010-02-01,Rajahmundry,167,Dengue
2010-02-01,Rajahmundry,5,Flu
2010-02-01,Rajahmundry,173,Malaria
2010-02-01,Rajahmundry,47,Malaria
2010-03-01,Hyderabad,163,Dengue
2010-03-01,Hyderabad,120,Dengue
2010-03-01,Hyderabad,62,Typhoid
2010-03-01,Hyderabad,95,Dengue
2010-03-01,Hyderabad,161,Chikungunya
2010-03-01,Hyderabad,126,Malaria
2010-03-01,Vijayawada,155,Dengue
2010-03-01,Vijayawada,238,Malaria
2010-03-01,Vijayawada,26,Chikungunya
2010-03-01,Vijayawada,217,Dengue
2010-03-01,Vijayawada,126,Dengue
2010-03-01,Vijayawada,66,Dengue
2010-03-01,Visakhapatnam,40,Typhoid
2010-03-01,Visakhapatnam,108,Typhoid
2010-03-01,Visakhapatnam,175,Malaria
2010-03-01,Visakhapatnam,112,Chikungunya
2010-03-01,Visakhapatnam,210,Malaria
2010-03-01,Tirupati,32,Dengue
2010-03-01,Tirupati,119,Flu
2010-03-01,Tirupati,44,Flu
2010-03-01,Tirupati,141,Dengue
2010-03-01,Guntur,173,Chikungunya
2010-03-01,Guntur,94,Typhoid
2010-03-01,Guntur,5,Malaria
2010-03-01,Guntur,131,Malaria
2010-03-01,Kurnool,146,Flu
2010-03-01,Kurnool,144,Chikungunya
2010-03-01,Kurnool,194,Malaria
2010-03-01,Kurnool,55,Dengue
2010-03-01,Kurnool,160,Dengue
2010-03-01,Kurnool,191,Malaria
2010-03-01,Nellore,13,Flu
2010-03-01,Nellore,139,Chikungunya
2010-03-01,Nellore,89,Typhoid
2010-03-01,Rajahmundry,115,Typhoid
2010-03-01,Rajahmundry,140,Malaria
2010-03-01,Rajahmundry,90,Malaria
2010-03-01,Rajahmundry,79,Typhoid
2010-03-01,Rajahmundry,122,Dengue
2010-03-01,Rajahmundry,54,Malaria
2010-04-01,Hyderabad,54,Dengue
2010-04-01,Hyderabad,160,Typhoid
2010-04-01,Hyderabad,51,Malaria
2010-04-01,Hyderabad,159,Flu
2010-04-01,Hyderabad,147,Flu
2010-04-01,Vijayawada,16,Chikungunya
2010-04-01,Vijayawada,79,Typhoid
2010-04-01,Vijayawada,191,Dengue
2010-04-01,Vijayawada,61,Malaria
2010-04-01,Visakhapatnam,92,Chikungunya
2010-04-01,Visakhapatnam,147,Dengue
2010-04-01,Visakhapatnam,167,Malaria
2010-04-01,Visakhapatnam,104,Chikungunya
2010-04-01,Visakhapatnam,84,Flu
2010-04-01,Visakhapatnam,205,Dengue
2010-04-01,Tirupati,224,Typhoid
2010-04-01,Tirupati,178,Typhoid
2010-04-01,Tirupati,125,Malaria
2010-04-01,Guntur,71,Flu
2010-04-01,Guntur,70,Chikungunya
2010-04-01,Guntur,151,Typhoid
2010-04-01,Guntur,145,Flu
