date,location,sales_volume,medicine
2008-03-01,Vijayawada,235,Antibiotics
2008-03-01,Vijayawada,244,Antibiotics
2008-03-01,Vijayawada,168,Antibiotics
2008-03-01,Vijayawada,353,Paracetamol
2008-03-01,Vijayawada,20,Paracetamol
2008-03-01,Visakhapatnam,149,ORS
2008-03-01,Visakhapatnam,253,ORS
2008-03-01,Visakhapatnam,254,Vitamin C
2008-03-01,Visakhapatnam,362,ORS
2008-03-01,Visakhapatnam,343,Antibiotics
2008-03-01,Tirupati,165,ORS
2008-03-01,Tirupati,355,Paracetamol
2008-03-01,Tirupati,114,Paracetamol
2008-03-01,Tirupati,311,Paracetamol
2008-03-01,Tirupati,417,Antibiotics
2008-03-01,Guntur,345,Vitamin C
2008-03-01,Guntur,212,Antibiotics
2008-03-01,Guntur,160,Chloroquine
2008-03-01,Guntur,20,Vitamin C
2008-03-01,Kurnool,237,ORS
2008-03-01,Kurnool,66,Paracetamol
2008-03-01,Kurnool,104,Antibiotics
2008-03-01,Kurnool,57,Vitamin C
2008-03-01,Kurnool,144,Vitamin C
2008-03-01,Kurnool,196,Vitamin C
2008-03-01,Nellore,232,Vitamin C
2008-03-01,Nellore,127,Vitamin C
2008-03-01,Nellore,328,Antibiotics
2008-03-01,Nellore,175,Paracetamol
2008-03-01,Nellore,105,Vitamin C
2008-03-01,Nellore,227,Paracetamol
2008-03-01,Rajahmundry,435,Paracetamol
2008-03-01,Rajahmundry,240,Vitamin C
2008-03-01,Rajahmundry,156,Paracetamol
2008-03-01,Rajahmundry,20,Paracetamol
2008-03-01,Rajahmundry,173,Chloroquine
2008-03-01,Rajahmundry,228,ORS
2008-03-01,Rajahmundry,153,Vitamin C
2008-04-01,Hyderabad,20,Antibiotics
2008-04-01,Hyderabad,97,Antibiotics
2008-04-01,Hyderabad,374,Paracetamol
2008-04-01,Hyderabad,372,ORS
2008-04-01,Hyderabad,93,Antibiotics
2008-04-01,Hyderabad,280,Antibiotics
2008-04-01,Hyderabad,58,Vitamin C
2008-04-01,Vijayawada,368,Paracetamol
2008-04-01,Vijayawada,229,Antibiotics
2008-04-01,Vijayawada,313,Antibiotics
2008-04-01,Vijayawada,20,Paracetamol
2008-04-01,Vijayawada,281,Chloroquine
2008-04-01,Vijayawada,199,Vitamin C
2008-04-01,Vijayawada,302,Chloroquine
2008-04-01,Visakhapatnam,309,ORS
2008-04-01,Visakhapatnam,207,Paracetamol
2008-04-01,Visakhapatnam,127,ORS
2008-04-01,Tirupati,293,Paracetamol
2008-04-01,Tirupati,192,Antibiotics
2008-04-01,Tirupati,95,ORS
2008-04-01,Tirupati,89,ORS
2008-04-01,Tirupati,22,ORS
2008-04-01,Tirupati,138,ORS
2008-04-01,Guntur,332,ORS
2008-04-01,Guntur,221,Antibiotics
2008-04-01,Guntur,136,Paracetamol
2008-04-01,Guntur,296,ORS
2008-04-01,Kurnool,100,ORS
2008-04-01,Kurnool,211,Chloroquine
2008-04-01,Kurnool,178,Chloroquine
2008-04-01,Kurnool,293,Vitamin C
2008-04-01,Kurnool,20,Vitamin C
2008-04-01,Kurnool,97,ORS
2008-04-01,Nellore,20,ORS
2008-04-01,Nellore,168,Chloroquine
2008-04-01,Nellore,345,Antibiotics
2008-04-01,Nellore,139,Paracetamol
2008-04-01,Nellore,138,ORS
2008-04-01,Nellore,304,ORS
2008-04-01,Rajahmundry,328,Vitamin C
2008-04-01,Rajahmundry,189,Chloroquine
2008-04-01,Rajahmundry,282,ORS
2008-04-01,Rajahmundry,70,ORS
2008-04-01,Rajahmundry,365,Paracetamol
2008-04-01,Rajahmundry,457,Paracetamol
2008-04-01,Rajahmundry,262,Antibiotics
2008-05-01,Hyderabad,20,Vitamin C
2008-05-01,Hyderabad,133,Antibiotics
2008-05-01,Hyderabad,273,Chloroquine
2008-05-01,Hyderabad,149,Antibiotics
2008-05-01,Hyderabad,352,Chloroquine
2008-05-01,Vijayawada,270,Antibiotics
2008-05-01,Vijayawada,115,ORS
2008-05-01,Vijayawada,203,ORS
2008-05-01,Vijayawada,92,Antibiotics
2008-05-01,Vijayawada,178,ORS
2008-05-01,Visakhapatnam,133,Chloroquine
2008-05-01,Visakhapatnam,340,ORS
2008-05-01,Visakhapatnam,453,Paracetamol
2008-05-01,Visakhapatnam,28,Paracetamol
2008-05-01,Tirupati,20,Vitamin C
2008-05-01,Tirupati,170,ORS
2008-05-01,Tirupati,20,Vitamin C
2008-05-01,Tirupati,205,Vitamin C
2008-05-01,Guntur,289,Vitamin C
2008-05-01,Guntur,379,Vitamin C
2008-05-01,Guntur,224,Chloroquine
2008-05-01,Guntur,176,Antibiotics
2008-05-01,Guntur,20,Vitamin C
2008-05-01,Kurnool,203,Chloroquine
2008-05-01,Kurnool,208,Paracetamol
2008-05-01,Kurnool,276,Paracetamol
2008-05-01,Nellore,114,Antibiotics
2008-05-01,Nellore,147,ORS
2008-05-01,Nellore,22,Chloroquine
2008-05-01,Nellore,20,ORS
2008-05-01,Nellore,66,Vitamin C
2008-05-01,Nellore,20,ORS
2008-05-01,Nellore,240,Antibiotics
2008-05-01,Rajahmundry,137,Antibiotics
2008-05-01,Rajahmundry,135,Paracetamol
2008-05-01,Rajahmundry,81,ORS
2008-05-01,Rajahmundry,20,Vitamin C
2008-06-01,Hyderabad,460,Paracetamol
2008-06-01,Hyderabad,159,ORS
2008-06-01,Hyderabad,230,Chloroquine
2008-06-01,Hyderabad,105,Antibiotics
2008-06-01,Hyderabad,396,Paracetamol
2008-06-01,Hyderabad,297,Chloroquine
2008-06-01,Hyderabad,180,Vitamin C
2008-06-01,Vijayawada,232,ORS
2008-06-01,Vijayawada,481,Paracetamol
2008-06-01,Vijayawada,271,Antibiotics
2008-06-01,Vijayawada,258,Chloroquine
2008-06-01,Visakhapatnam,167,Chloroquine
2008-06-01,Visakhapatnam,52,Chloroquine
2008-06-01,Visakhapatnam,260,Antibiotics
2008-06-01,Visakhapatnam,319,Chloroquine
2008-06-01,Tirupati,411,Paracetamol
2008-06-01,Tirupati,20,ORS
2008-06-01,Tirupati,144,Chloroquine
2008-06-01,Tirupati,210,Paracetamol
2008-06-01,Guntur,279,Antibiotics
2008-06-01,Guntur,262,Antibiotics
2008-06-01,Guntur,265,Antibiotics
2008-06-01,Guntur,328,Vitamin C
2008-06-01,Guntur,171,Vitamin C
2008-06-01,Guntur,392,Vitamin C
2008-06-01,Guntur,332,Chloroquine
2008-06-01,Kurnool,241,Chloroquine
2008-06-01,Kurnool,472,Vitamin C
2008-06-01,Kurnool,466,Vitamin C
2008-06-01,Kurnool,391,Antibiotics
2008-06-01,Kurnool,20,Vitamin C
2008-06-01,Kurnool,469,Antibiotics
2008-06-01,Nellore,375,ORS
2008-06-01,Nellore,520,ORS
2008-06-01,Nellore,428,Antibiotics
2008-06-01,Nellore,469,ORS
2008-06-01,Nellore,385,ORS
2008-06-01,Rajahmundry,441,ORS
2008-06-01,Rajahmundry,519,Vitamin C
2008-06-01,Rajahmundry,305,ORS
2008-06-01,Rajahmundry,91,Paracetamol
2008-07-01,Hyderabad,243,ORS
2008-07-01,Hyderabad,326,Chloroquine
2008-07-01,Hyderabad,288,Vitamin C
2008-07-01,Hyderabad,130,Vitamin C
2008-07-01,Vijayawada,84,Paracetamol
2008-07-01,Vijayawada,191,Vitamin C
2008-07-01,Vijayawada,376,Antibiotics
2008-07-01,Vijayawada,469,Vitamin C
2008-07-01,Visakhapatnam,389,Paracetamol
2008-07-01,Visakhapatnam,406,Vitamin C
2008-07-01,Visakhapatnam,270,Chloroquine
2008-07-01,Visakhapatnam,70,ORS
2008-07-01,Visakhapatnam,225,Vitamin C
2008-07-01,Tirupati,248,Antibiotics
2008-07-01,Tirupati,220,ORS
2008-07-01,Tirupati,286,Vitamin C
2008-07-01,Tirupati,332,Paracetamol
2008-07-01,Guntur,382,Vitamin C
2008-07-01,Guntur,246,Antibiotics
2008-07-01,Guntur,51,Antibiotics
2008-07-01,Guntur,222,Vitamin C
2008-07-01,Guntur,285,Antibiotics
2008-07-01,Guntur,426,Paracetamol
2008-07-01,Kurnool,211,Paracetamol
2008-07-01,Kurnool,341,Vitamin C
2008-07-01,Kurnool,314,Antibiotics
2008-07-01,Kurnool,285,Vitamin C
2008-07-01,Nellore,391,ORS
2008-07-01,Nellore,200,Antibiotics
2008-07-01,Nellore,210,Chloroquine
2008-07-01,Rajahmundry,278,ORS
2008-07-01,Rajahmundry,203,Paracetamol
2008-07-01,Rajahmundry,340,ORS
2008-08-01,Hyderabad,194,ORS
2008-08-01,Hyderabad,307,Paracetamol
2008-08-01,Hyderabad,267,Vitamin C
2008-08-01,Hyderabad,305,Antibiotics
2008-08-01,Hyderabad,224,Antibiotics
2008-08-01,Hyderabad,239,Chloroquine
2008-08-01,Hyderabad,291,Antibiotics
2008-08-01,Vijayawada,304,Antibiotics
2008-08-01,Vijayawada,279,ORS
2008-08-01,Vijayawada,484,Vitamin C
2008-08-01,Vijayawada,161,ORS
2008-08-01,Visakhapatnam,272,Chloroquine
2008-08-01,Visakhapatnam,91,Vitamin C
2008-08-01,Visakhapatnam,324,Vitamin C
2008-08-01,Visakhapatnam,146,Antibiotics
2008-08-01,Visakhapatnam,246,Chloroquine
2008-08-01,Tirupati,235,Vitamin C
2008-08-01,Tirupati,313,ORS
2008-08-01,Tirupati,213,Paracetamol
2008-08-01,Tirupati,208,Vitamin C
2008-08-01,Tirupati,452,Paracetamol
2008-08-01,Tirupati,314,ORS
2008-08-01,Tirupati,212,Vitamin C
2008-08-01,Guntur,249,Paracetamol
2008-08-01,Guntur,477,Vitamin C
2008-08-01,Guntur,251,Paracetamol
2008-08-01,Kurnool,197,Antibiotics
2008-08-01,Kurnool,197,Chloroquine
2008-08-01,Kurnool,214,Chloroquine
2008-08-01,Kurnool,208,Chloroquine
2008-08-01,Kurnool,126,Vitamin C
2008-08-01,Kurnool,145,Chloroquine
2008-08-01,Kurnool,180,Chloroquine
2008-08-01,Nellore,350,Antibiotics
2008-08-01,Nellore,234,Paracetamol
2008-08-01,Nellore,255,ORS
2008-08-01,Rajahmundry,432,Paracetamol
2008-08-01,Rajahmundry,435,Antibiotics
2008-08-01,Rajahmundry,246,Vitamin C
2008-09-01,Hyderabad,204,Antibiotics
2008-09-01,Hyderabad,176,Antibiotics
2008-09-01,Hyderabad,363,Antibiotics
2008-09-01,Hyderabad,255,Chloroquine
2008-09-01,Hyderabad,233,ORS
2008-09-01,Hyderabad,182,Chloroquine
2008-09-01,Vijayawada,187,ORS
2008-09-01,Vijayawada,318,ORS
2008-09-01,Vijayawada,122,Chloroquine
2008-09-01,Visakhapatnam,399,ORS
2008-09-01,Visakhapatnam,215,Antibiotics
2008-09-01,Visakhapatnam,262,Paracetamol
2008-09-01,Visakhapatnam,119,Chloroquine
2008-09-01,Visakhapatnam,278,ORS
2008-09-01,Visakhapatnam,240,Antibiotics
2008-09-01,Tirupati,273,Chloroquine
2008-09-01,Tirupati,456,ORS
2008-09-01,Tirupati,301,Paracetamol
2008-09-01,Tirupati,184,ORS
2008-09-01,Guntur,194,Paracetamol
2008-09-01,Guntur,351,Vitamin C
2008-09-01,Guntur,435,ORS
2008-09-01,Guntur,313,Paracetamol
2008-09-01,Guntur,362,Vitamin C
2008-09-01,Guntur,353,Paracetamol
2008-09-01,Kurnool,450,Paracetamol
2008-09-01,Kurnool,46,ORS
2008-09-01,Kurnool,360,Paracetamol
2008-09-01,Kurnool,398,Chloroquine
2008-09-01,Kurnool,119,Paracetamol
2008-09-01,Kurnool,173,Vitamin C
2008-09-01,Kurnool,177,Paracetamol
2008-09-01,Nellore,192,ORS
2008-09-01,Nellore,222,Antibiotics
2008-09-01,Nellore,309,ORS
2008-09-01,Rajahmundry,383,Vitamin C
2008-09-01,Rajahmundry,409,Vitamin C
2008-09-01,Rajahmundry,179,ORS
2008-10-01,Hyderabad,178,Chloroquine
2008-10-01,Hyderabad,437,Chloroquine
2008-10-01,Hyderabad,357,Vitamin C
2008-10-01,Vijayawada,289,Chloroquine
2008-10-01,Vijayawada,336,Vitamin C
2008-10-01,Vijayawada,276,Chloroquine
2008-10-01,Vijayawada,342,ORS
2008-10-01,Vijayawada,239,Paracetamol
2008-10-01,Vijayawada,312,Chloroquine
2008-10-01,Visakhapatnam,98,ORS
2008-10-01,Visakhapatnam,197,Vitamin C
2008-10-01,Visakhapatnam,198,Chloroquine
2008-10-01,Visakhapatnam,235,Antibiotics
2008-10-01,Visakhapatnam,168,Chloroquine
2008-10-01,Visakhapatnam,215,Vitamin C
2008-10-01,Visakhapatnam,98,Chloroquine
2008-10-01,Tirupati,345,Paracetamol
2008-10-01,Tirupati,270,Vitamin C
2008-10-01,Tirupati,75,Paracetamol
2008-10-01,Tirupati,179,Vitamin C
2008-10-01,Tirupati,320,Paracetamol
2008-10-01,Tirupati,214,ORS
2008-10-01,Guntur,196,Paracetamol
2008-10-01,Guntur,271,ORS
2008-10-01,Guntur,321,Chloroquine
2008-10-01,Guntur,107,Vitamin C
2008-10-01,Guntur,346,Vitamin C
2008-10-01,Kurnool,183,Paracetamol
2008-10-01,Kurnool,277,Antibiotics
2008-10-01,Kurnool,275,Chloroquine
2008-10-01,Kurnool,216,Vitamin C
2008-10-01,Nellore,157,Vitamin C
2008-10-01,Nellore,245,ORS
2008-10-01,Nellore,475,Antibiotics
2008-10-01,Nellore,116,Vitamin C
2008-10-01,Rajahmundry,483,Antibiotics
2008-10-01,Rajahmundry,248,Paracetamol
2008-10-01,Rajahmundry,284,Vitamin C
2008-10-01,Rajahmundry,149,Paracetamol
2008-10-01,Rajahmundry,187,ORS
2008-10-01,Rajahmundry,219,Chloroquine
2008-11-01,Hyderabad,74,Chloroquine
2008-11-01,Hyderabad,174,Chloroquine
2008-11-01,Hyderabad,151,Antibiotics
2008-11-01,Hyderabad,422,Chloroquine
2008-11-01,Hyderabad,60,Antibiotics
2008-11-01,Vijayawada,212,ORS
2008-11-01,Vijayawada,229,Paracetamol
2008-11-01,Vijayawada,71,Antibiotics
2008-11-01,Visakhapatnam,282,Paracetamol
2008-11-01,Visakhapatnam,152,Vitamin C
2008-11-01,Visakhapatnam,20,Paracetamol
2008-11-01,Visakhapatnam,279,ORS
2008-11-01,Visakhapatnam,65,Vitamin C
2008-11-01,Visakhapatnam,74,Vitamin C
2008-11-01,Visakhapatnam,282,Vitamin C
2008-11-01,Tirupati,158,Vitamin C
2008-11-01,Tirupati,310,Antibiotics
2008-11-01,Tirupati,345,Vitamin C
2008-11-01,Tirupati,122,Chloroquine
2008-11-01,Tirupati,295,ORS
2008-11-01,Tirupati,109,ORS
2008-11-01,Tirupati,467,Chloroquine
2008-11-01,Guntur,116,Chloroquine
2008-11-01,Guntur,323,ORS
2008-11-01,Guntur,301,Antibiotics
2008-11-01,Guntur,237,Antibiotics
2008-11-01,Guntur,119,Antibiotics
2008-11-01,Guntur,181,Antibiotics
2008-11-01,Kurnool,20,Antibiotics
2008-11-01,Kurnool,226,Paracetamol
2008-11-01,Kurnool,241,Antibiotics
2008-11-01,Nellore,216,ORS
2008-11-01,Nellore,20,Vitamin C
2008-11-01,Nellore,48,Antibiotics
2008-11-01,Rajahmundry,110,Antibiotics
2008-11-01,Rajahmundry,234,ORS
2008-11-01,Rajahmundry,234,Antibiotics
2008-11-01,Rajahmundry,179,ORS
2008-11-01,Rajahmundry,276,Paracetamol
2008-11-01,Rajahmundry,76,Vitamin C
2008-11-01,Rajahmundry,273,Paracetamol
2008-12-01,Hyderabad,316,Paracetamol
2008-12-01,Hyderabad,245,ORS
2008-12-01,Hyderabad,238,Vitamin C
2008-12-01,Hyderabad,479,Vitamin C
2008-12-01,Vijayawada,259,Chloroquine
2008-12-01,Vijayawada,83,ORS
2008-12-01,Vijayawada,289,Paracetamol
2008-12-01,Vijayawada,350,Vitamin C
2008-12-01,Vijayawada,189,Paracetamol
2008-12-01,Vijayawada,390,Paracetamol
2008-12-01,Vijayawada,245,ORS
2008-12-01,Visakhapatnam,20,Chloroquine
2008-12-01,Visakhapatnam,235,ORS
2008-12-01,Visakhapatnam,211,Vitamin C
2008-12-01,Visakhapatnam,324,Paracetamol
2008-12-01,Visakhapatnam,313,Antibiotics
2008-12-01,Visakhapatnam,283,Vitamin C
2008-12-01,Tirupati,399,Chloroquine
2008-12-01,Tirupati,238,Vitamin C
2008-12-01,Tirupati,274,ORS
2008-12-01,Tirupati,356,Paracetamol
2008-12-01,Tirupati,188,Chloroquine
2008-12-01,Tirupati,353,Paracetamol
2008-12-01,Tirupati,128,Antibiotics
2008-12-01,Guntur,149,Chloroquine
2008-12-01,Guntur,42,ORS
2008-12-01,Guntur,288,Paracetamol
2008-12-01,Guntur,239,Chloroquine
2008-12-01,Kurnool,341,Chloroquine
2008-12-01,Kurnool,354,Vitamin C
2008-12-01,Kurnool,225,Vitamin C
2008-12-01,Kurnool,118,Paracetamol
2008-12-01,Kurnool,311,Paracetamol
2008-12-01,Kurnool,333,Antibiotics
2008-12-01,Nellore,350,Paracetamol
2008-12-01,Nellore,330,ORS
2008-12-01,Nellore,234,Paracetamol
2008-12-01,Nellore,144,Chloroquine
2008-12-01,Rajahmundry,111,Chloroquine
2008-12-01,Rajahmundry,193,Antibiotics
2008-12-01,Rajahmundry,190,Chloroquine
2008-12-01,Rajahmundry,224,ORS
2008-12-01,Rajahmundry,184,Antibiotics
2009-01-01,Hyderabad,183,Chloroquine
2009-01-01,Hyderabad,106,Chloroquine
2009-01-01,Hyderabad,372,Vitamin C
2009-01-01,Vijayawada,269,Vitamin C
2009-01-01,Vijayawada,179,ORS
2009-01-01,Vijayawada,110,Antibiotics
2009-01-01,Vijayawada,100,Vitamin C
2009-01-01,Visakhapatnam,356,Chloroquine
2009-01-01,Visakhapatnam,266,ORS
2009-01-01,Visakhapatnam,20,Antibiotics
2009-01-01,Visakhapatnam,351,Paracetamol
2009-01-01,Visakhapatnam,310,Antibiotics
2009-01-01,Tirupati,214,Antibiotics
2009-01-01,Tirupati,391,ORS
2009-01-01,Tirupati,226,Chloroquine
2009-01-01,Tirupati,29,Antibiotics
2009-01-01,Tirupati,243,ORS
2009-01-01,Tirupati,289,Vitamin C
2009-01-01,Guntur,127,Antibiotics
2009-01-01,Guntur,328,Paracetamol
2009-01-01,Guntur,20,Antibiotics
2009-01-01,Kurnool,318,Chloroquine
2009-01-01,Kurnool,154,Paracetamol
2009-01-01,Kurnool,141,Paracetamol
2009-01-01,Kurnool,246,Paracetamol
2009-01-01,Nellore,251,Antibiotics
2009-01-01,Nellore,279,Paracetamol
2009-01-01,Nellore,110,Chloroquine
2009-01-01,Nellore,199,Vitamin C
2009-01-01,Rajahmundry,64,Chloroquine
2009-01-01,Rajahmundry,173,ORS
2009-01-01,Rajahmundry,329,Antibiotics
2009-01-01,Rajahmundry,199,ORS
2009-01-01,Rajahmundry,363,Vitamin C
2009-02-01,Hyderabad,374,ORS
2009-02-01,Hyderabad,189,Vitamin C
2009-02-01,Hyderabad,177,ORS
2009-02-01,Hyderabad,520,Paracetamol
2009-02-01,Hyderabad,433,Paracetamol
2009-02-01,Vijayawada,20,Chloroquine
2009-02-01,Vijayawada,306,Paracetamol
2009-02-01,Vijayawada,260,Vitamin C
2009-02-01,Vijayawada,299,Antibiotics
2009-02-01,Vijayawada,110,Chloroquine
2009-02-01,Vijayawada,99,Chloroquine
2009-02-01,Visakhapatnam,178,Paracetamol
2009-02-01,Visakhapatnam,131,Antibiotics
2009-02-01,Visakhapatnam,297,Antibiotics
2009-02-01,Visakhapatnam,118,Paracetamol
2009-02-01,Visakhapatnam,185,Paracetamol
2009-02-01,Visakhapatnam,20,Chloroquine
2009-02-01,Visakhapatnam,380,Paracetamol
2009-02-01,Tirupati,352,Chloroquine
2009-02-01,Tirupati,220,Paracetamol
2009-02-01,Tirupati,224,Paracetamol
2009-02-01,Tirupati,254,Chloroquine
2009-02-01,Tirupati,376,Antibiotics
2009-02-01,Tirupati,309,Vitamin C
2009-02-01,Guntur,116,Antibiotics
2009-02-01,Guntur,20,Chloroquine
2009-02-01,Guntur,66,Antibiotics
2009-02-01,Guntur,268,Vitamin C
2009-02-01,Guntur,181,Paracetamol
2009-02-01,Kurnool,223,Chloroquine
2009-02-01,Kurnool,133,Chloroquine
2009-02-01,Kurnool,73,ORS
2009-02-01,Kurnool,118,Paracetamol
2009-02-01,Kurnool,447,Vitamin C
2009-02-01,Kurnool,366,Paracetamol
2009-02-01,Kurnool,407,Chloroquine
2009-02-01,Nellore,264,ORS
2009-02-01,Nellore,148,Chloroquine
2009-02-01,Nellore,358,ORS
2009-02-01,Nellore,196,Antibiotics
2009-02-01,Nellore,226,Chloroquine
2009-02-01,Rajahmundry,194,Antibiotics
2009-02-01,Rajahmundry,20,Antibiotics
2009-02-01,Rajahmundry,392,Chloroquine
2009-03-01,Hyderabad,258,Vitamin C
2009-03-01,Hyderabad,239,Paracetamol
2009-03-01,Hyderabad,192,Chloroquine
2009-03-01,Hyderabad,219,Chloroquine
2009-03-01,Hyderabad,128,Chloroquine
2009-03-01,Vijayawada,273,Antibiotics
2009-03-01,Vijayawada,43,Paracetamol
2009-03-01,Vijayawada,222,Antibiotics
2009-03-01,Vijayawada,267,Paracetamol
2009-03-01,Vijayawada,176,Chloroquine
2009-03-01,Visakhapatnam,244,Vitamin C
2009-03-01,Visakhapatnam,81,ORS
2009-03-01,Visakhapatnam,84,Vitamin C
2009-03-01,Visakhapatnam,228,Chloroquine
2009-03-01,Visakhapatnam,281,Chloroquine
2009-03-01,Visakhapatnam,20,Vitamin C
2009-03-01,Visakhapatnam,262,ORS
2009-03-01,Tirupati,134,Paracetamol
2009-03-01,Tirupati,176,Paracetamol
2009-03-01,Tirupati,39,Antibiotics
2009-03-01,Guntur,97,Vitamin C
2009-03-01,Guntur,315,Paracetamol
2009-03-01,Guntur,203,Vitamin C
2009-03-01,Guntur,154,Chloroquine
2009-03-01,Guntur,186,ORS
2009-03-01,Guntur,258,ORS
2009-03-01,Guntur,252,Paracetamol
2009-03-01,Kurnool,190,Paracetamol
2009-03-01,Kurnool,331,Chloroquine
2009-03-01,Kurnool,316,Paracetamol
2009-03-01,Kurnool,249,Antibiotics
2009-03-01,Nellore,206,Vitamin C
2009-03-01,Nellore,278,Paracetamol
2009-03-01,Nellore,237,Antibiotics
2009-03-01,Rajahmundry,327,Paracetamol
2009-03-01,Rajahmundry,307,Chloroquine
2009-03-01,Rajahmundry,77,Paracetamol
2009-03-01,Rajahmundry,69,Vitamin C
2009-03-01,Rajahmundry,115,Vitamin C
2009-03-01,Rajahmundry,317,Paracetamol
2009-03-01,Rajahmundry,20,Paracetamol
2009-04-01,Hyderabad,247,Vitamin C
2009-04-01,Hyderabad,243,Antibiotics
2009-04-01,Hyderabad,339,ORS
2009-04-01,Hyderabad,221,Vitamin C
2009-04-01,Hyderabad,38,Antibiotics
2009-04-01,Hyderabad,84,Antibiotics
2009-04-01,Vijayawada,58,Antibiotics
2009-04-01,Vijayawada,135,Vitamin C
2009-04-01,Vijayawada,178,ORS
2009-04-01,Vijayawada,60,ORS
2009-04-01,Visakhapatnam,376,Antibiotics
2009-04-01,Visakhapatnam,40,Chloroquine
2009-04-01,Visakhapatnam,361,Antibiotics
2009-04-01,Visakhapatnam,342,Vitamin C
2009-04-01,Visakhapatnam,307,ORS
2009-04-01,Visakhapatnam,116,Chloroquine
2009-04-01,Tirupati,241,ORS
2009-04-01,Tirupati,46,Chloroquine
2009-04-01,Tirupati,309,Antibiotics
2009-04-01,Tirupati,191,ORS
2009-04-01,Guntur,150,ORS
2009-04-01,Guntur,53,Paracetamol
2009-04-01,Guntur,20,Antibiotics
2009-04-01,Guntur,75,ORS
2009-04-01,Kurnool,333,Paracetamol
2009-04-01,Kurnool,151,Antibiotics
2009-04-01,Kurnool,179,Antibiotics
2009-04-01,Kurnool,278,Vitamin C
2009-04-01,Nellore,416,Antibiotics
2009-04-01,Nellore,359,Chloroquine
2009-04-01,Nellore,83,ORS
2009-04-01,Nellore,20,Chloroquine
2009-04-01,Rajahmundry,483,Antibiotics
2009-04-01,Rajahmundry,472,Antibiotics
2009-04-01,Rajahmundry,222,Antibiotics
2009-04-01,Rajahmundry,47,Antibiotics
2009-04-01,Rajahmundry,315,Antibiotics
2009-04-01,Rajahmundry,187,Antibiotics
2009-05-01,Hyderabad,186,ORS
2009-05-01,Hyderabad,307,ORS
2009-05-01,Hyderabad,240,ORS
2009-05-01,Hyderabad,57,Antibiotics
2009-05-01,Hyderabad,161,Chloroquine
2009-05-01,Hyderabad,279,Vitamin C
2009-05-01,Vijayawada,261,Chloroquine
2009-05-01,Vijayawada,231,Chloroquine
2009-05-01,Vijayawada,312,Chloroquine
2009-05-01,Vijayawada,156,Vitamin C
2009-05-01,Visakhapatnam,221,Vitamin C
2009-05-01,Visakhapatnam,20,ORS
2009-05-01,Visakhapatnam,146,Antibiotics
2009-05-01,Visakhapatnam,291,Vitamin C
2009-05-01,Tirupati,153,ORS
2009-05-01,Tirupati,144,ORS
2009-05-01,Tirupati,75,Chloroquine
2009-05-01,Tirupati,320,Antibiotics
2009-05-01,Tirupati,265,Chloroquine
2009-05-01,Tirupati,299,Antibiotics
2009-05-01,Guntur,20,Vitamin C
2009-05-01,Guntur,180,Antibiotics
2009-05-01,Guntur,166,ORS
2009-05-01,Kurnool,166,Antibiotics
2009-05-01,Kurnool,126,Paracetamol
2009-05-01,Kurnool,158,Chloroquine
2009-05-01,Kurnool,301,Chloroquine
2009-05-01,Kurnool,20,ORS
2009-05-01,Kurnool,413,Vitamin C
2009-05-01,Kurnool,258,Chloroquine
2009-05-01,Nellore,194,Vitamin C
2009-05-01,Nellore,308,Antibiotics
2009-05-01,Nellore,25,Chloroquine
2009-05-01,Nellore,120,Antibiotics
2009-05-01,Nellore,185,Paracetamol
2009-05-01,Nellore,363,Chloroquine
2009-05-01,Rajahmundry,194,Vitamin C
2009-05-01,Rajahmundry,254,Chloroquine
2009-05-01,Rajahmundry,129,ORS
2009-05-01,Rajahmundry,258,Vitamin C
2009-05-01,Rajahmundry,401,Chloroquine
2009-05-01,Rajahmundry,319,Antibiotics
2009-06-01,Hyderabad,270,Chloroquine
2009-06-01,Hyderabad,361,Chloroquine
2009-06-01,Hyderabad,349,Antibiotics
2009-06-01,Hyderabad,340,ORS
2009-06-01,Hyderabad,413,Antibiotics
2009-06-01,Hyderabad,412,Chloroquine
2009-06-01,Hyderabad,264,Chloroquine
2009-06-01,Vijayawada,357,ORS
2009-06-01,Vijayawada,234,Vitamin C
2009-06-01,Vijayawada,169,Vitamin C
2009-06-01,Vijayawada,247,Vitamin C
2009-06-01,Vijayawada,270,Paracetamol
2009-06-01,Vijayawada,80,Paracetamol
2009-06-01,Visakhapatnam,383,Paracetamol
2009-06-01,Visakhapatnam,20,Paracetamol
2009-06-01,Visakhapatnam,605,Paracetamol
2009-06-01,Tirupati,460,ORS
2009-06-01,Tirupati,248,Paracetamol
2009-06-01,Tirupati,281,ORS
2009-06-01,Guntur,316,Chloroquine
2009-06-01,Guntur,209,Chloroquine
2009-06-01,Guntur,303,Chloroquine
2009-06-01,Guntur,262,ORS
2009-06-01,Guntur,268,Paracetamol
2009-06-01,Kurnool,301,Vitamin C
2009-06-01,Kurnool,122,ORS
2009-06-01,Kurnool,284,Vitamin C
2009-06-01,Kurnool,299,Antibiotics
2009-06-01,Kurnool,295,Antibiotics
2009-06-01,Nellore,254,Chloroquine
2009-06-01,Nellore,416,ORS
2009-06-01,Nellore,237,ORS
2009-06-01,Nellore,307,Paracetamol
2009-06-01,Nellore,435,Vitamin C
2009-06-01,Rajahmundry,270,Chloroquine
2009-06-01,Rajahmundry,305,Chloroquine
2009-06-01,Rajahmundry,268,Antibiotics
